orgId,title,description,version,host,basePath,schemes,tags,summary
3947,내 진료정보 조회_건강보험심사평가원,내 진료정보 조회_건강보험심사평가원,2.0,api.hyphen.im,,https,내 진료정보 조회_건강보험심사평가원,내 진료정보 조회_건강보험심사평가원
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,자동차 사양 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,자동차 사양 조회(리콜대상)_자동차리콜센터,자동차 사양 조회(리콜대상)_자동차리콜센터
3949,사고이력조회_보험개발원(카히스토리),사고이력조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사고이력조회_보험개발원(카히스토리),사고이력조회_보험개발원(카히스토리)
3950,차대번호조회_기아,기아자동차 사양 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,차대번호조회_기아,차대번호조회_기아
3951,차대번호조회_쌍용,쌍용자동차 사양 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,차대번호조회_쌍용,차대번호조회_쌍용
3953,차대번호조회_현대,현대자동차 사양 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,차대번호조회_현대,차대번호조회_현대
3954,튜닝이력 조회_교통안전공단,튜닝이력조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,튜닝이력 조회_교통안전공단,튜닝이력 조회_교통안전공단
3956,자동차매매용차량조회_자동차민원 대국민포탈,자동차매매용차량을 조회할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,자동차매매용차량조회_자동차민원 대국민포탈,자동차매매용차량조회_자동차민원 대국민포탈
3957,튜닝이력 조회 전 본인인증 1단계_교통안전공단,튜닝이력조회 위한 본인인증을 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,튜닝이력 조회 전 본인인증 1단계_교통안전공단,튜닝이력 조회 전 본인인증 1단계_교통안전공단
3959,자동차세금 계산_Car365,자동차세금 계산,2.0,api.hyphen.im,,https,자동차세금 계산_Car365,자동차세금 계산_Car365
3960,침수사고조회_보험개발원(카히스토리),침수사고조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,침수사고조회_보험개발원(카히스토리),침수사고조회_보험개발원(카히스토리)
3962,튜닝이력 조회 전 본인인증 2단계_교통안전공단,튜닝이력조회 위한 본인인증을 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,튜닝이력 조회 전 본인인증 2단계_교통안전공단,튜닝이력 조회 전 본인인증 2단계_교통안전공단
3965,중고차매매평균금액 조회_Car365,중고차매매평균금액 조회,2.0,api.hyphen.im,,https,중고차매매평균금액 조회_Car365,중고차매매평균금액 조회_Car365
3968,본인차량조회_Car365,본인차량조회,2.0,api.hyphen.im,,https,본인차량조회_Car365,본인차량조회_Car365
3969,설문 데이터 입력_메디에이지,설문 데이터 입력(뉴트리에이지),2.0,api.hyphen.im,,https,설문 데이터 입력_메디에이지,설문 데이터 입력_메디에이지
3971,설문 항목 조회_메디에이지,설문 항목 조회(뉴트리에이지),2.0,api.hyphen.im,,https,설문 항목 조회_메디에이지,설문 항목 조회_메디에이지
3972,검진 데이터 입력_메디에이지,검진 데이터 입력(뉴트리에이지),2.0,api.hyphen.im,,https,검진 데이터 입력_메디에이지,검진 데이터 입력_메디에이지
3974,의학나이 종합분석_메디에이지,의학나이 종합분석(뉴트리에이지),2.0,api.hyphen.im,,https,의학나이 종합분석_메디에이지,의학나이 종합분석_메디에이지
3975,결과지 웹뷰 조회_메디에이지,결과지 웹뷰 조회(뉴트리에이지),2.0,api.hyphen.im,,https,결과지 웹뷰 조회_메디에이지,결과지 웹뷰 조회_메디에이지
3977,장기나이 분석_메디에이지,장기나이 분석(뉴트리에이지),2.0,api.hyphen.im,,https,장기나이 분석_메디에이지,장기나이 분석_메디에이지
3978,영양평가설문 분석_메디에이지,영양평가설문 분석(뉴트리에이지),2.0,api.hyphen.im,,https,영양평가설문 분석_메디에이지,영양평가설문 분석_메디에이지
3980,맞춤 영양 관리 솔루션_메디에이지,맞춤 영양 관리 솔루션(뉴트리에이지),2.0,api.hyphen.im,,https,맞춤 영양 관리 솔루션_메디에이지,맞춤 영양 관리 솔루션_메디에이지
3981,연관어 추이(속성)_바이브컴퍼니,연관어 추이(속성)_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어 추이(속성)_바이브컴퍼니,연관어 추이(속성)_바이브컴퍼니
3982,연관어(감성)_바이브컴퍼니,연관어(감성)_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어(감성)_바이브컴퍼니,연관어(감성)_바이브컴퍼니
3983,연관어_바이브컴퍼니,연관어_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어_바이브컴퍼니,연관어_바이브컴퍼니
3984,연관어(분류)_바이브컴퍼니,연관어(분류)_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어(분류)_바이브컴퍼니,연관어(분류)_바이브컴퍼니
3986,연관어 추이(감성)_바이브컴퍼니,연관어 추이(감성)_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어 추이(감성)_바이브컴퍼니,연관어 추이(감성)_바이브컴퍼니
3987,연관어 추이_바이브컴퍼니,연관어 추이_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어 추이_바이브컴퍼니,연관어 추이_바이브컴퍼니
3989,연관어(속성)_바이브컴퍼니,연관어(속성)_바이브컴퍼니,2.0,api.hyphen.im,,https,연관어(속성)_바이브컴퍼니,연관어(속성)_바이브컴퍼니
3990,기간별 상위 연관어(속성)_바이브컴퍼니,기간별 상위 연관어(속성)_바이브컴퍼니,2.0,api.hyphen.im,,https,기간별 상위 연관어(속성)_바이브컴퍼니,기간별 상위 연관어(속성)_바이브컴퍼니
3992,기간별 상위 연관어(감성)_바이브컴퍼니,기간별 상위 연관어(감성)_바이브컴퍼니,2.0,api.hyphen.im,,https,기간별 상위 연관어(감성)_바이브컴퍼니,기간별 상위 연관어(감성)_바이브컴퍼니
3993,키워드 빈도_바이브컴퍼니,키워드 빈도_바이브컴퍼니,2.0,api.hyphen.im,,https,키워드 빈도_바이브컴퍼니,키워드 빈도_바이브컴퍼니
3994,소득확인증명(청년형장기집합투자증권저축)_ 홈택스,소득확인증명(청년형장기집합투자증권저축),2.0,api.hyphen.im,,https,소득확인증명(청년형장기집합투자증권저축)_ 홈택스,소득확인증명(청년형장기집합투자증권저축)_ 홈택스
3995,면세사업자수입금액증명원_홈택스,면세사업자수입금액증명원을 확인할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,면세사업자수입금액증명원_홈택스,면세사업자수입금액증명원_홈택스
3996,본인 소득내역 확인(명세서),본인 소득내역 확인(명세서),2.0,api.hyphen.im,,https,본인 소득내역 확인(명세서),본인 소득내역 확인(명세서)
3999,소득확인증명(청년희망적금)_홈택스,소득확인증명(청년희망적금),2.0,api.hyphen.im,,https,소득확인증명(청년희망적금)_홈택스,소득확인증명(청년희망적금)_홈택스
4001,출금요청(집금)_하이픈펌뱅킹,출금요청(집금),2.0,api.hyphen.im,,https,출금요청(집금)_하이픈펌뱅킹,출금요청(집금)_하이픈펌뱅킹
4002,출금계좌등록_하이픈펌뱅킹,출금계좌등록,2.0,api.hyphen.im,,https,출금계좌등록_하이픈펌뱅킹,출금계좌등록_하이픈펌뱅킹
4004,사업용신용카드 등록내역 조회_홈택스,사업용신용카드 등록내역을 조회할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 등록내역 조회_홈택스,사업용신용카드 등록내역 조회_홈택스
4005,사업용신용카드 누계 조회(세무대리 전용)_홈택스,사업용신용카드 누계를 조회할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 누계 조회(세무대리 전용)_홈택스,사업용신용카드 누계 조회(세무대리 전용)_홈택스
4007,사업용신용카드 삭제_홈택스,사업용신용카드를 삭제할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 삭제_홈택스,사업용신용카드 삭제_홈택스
4008,사업용신용카드 매입세액 공제금액 조회_홈택스,사업용신용카드 매입세액 공제금액 조회 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 매입세액 공제금액 조회_홈택스,사업용신용카드 매입세액 공제금액 조회_홈택스
4010,사업용신용카드 등록_홈택스,사업용신용카드를 등록할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 등록_홈택스,사업용신용카드 등록_홈택스
4011,사업장 전환_홈택스,사업장 전환을 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업장 전환_홈택스,사업장 전환_홈택스
4013,사업용신용카드 공제여부 조회_홈택스,사업용신용카드 공제여부를 조회할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,사업용신용카드 공제여부 조회_홈택스,사업용신용카드 공제여부 조회_홈택스
4014,질병 종합 분석결과_메디에이지,질병 종합 분석결과(프롬에이지),2.0,api.hyphen.im,,https,질병 종합 분석결과_메디에이지,질병 종합 분석결과_메디에이지
4015,의료비 예측 결과_메디에이지,의료비 예측 결과(프롬에이지),2.0,api.hyphen.im,,https,의료비 예측 결과_메디에이지,의료비 예측 결과_메디에이지
4016,생체나이 분석결과_메디에이지,생체나이 분석결과(프롬에이지),2.0,api.hyphen.im,,https,생체나이 분석결과_메디에이지,생체나이 분석결과_메디에이지
4017,상대 암 종합 분석결과_메디에이지,상대 암 종합 분석결과(프롬에이지),2.0,api.hyphen.im,,https,상대 암 종합 분석결과_메디에이지,상대 암 종합 분석결과_메디에이지
4019,상대 암별 가이드 조회_메디에이지,상대 암별 가이드 조회(프롬에이지),2.0,api.hyphen.im,,https,상대 암별 가이드 조회_메디에이지,상대 암별 가이드 조회_메디에이지
4020,바이오마커 측정결과_메디에이지,바이오마커 측정결과(프롬에이지),2.0,api.hyphen.im,,https,바이오마커 측정결과_메디에이지,바이오마커 측정결과_메디에이지
4022,결과지 웹뷰 조회_메디에이지,결과지 웹뷰 조회(프롬에이지),2.0,api.hyphen.im,,https,결과지 웹뷰 조회_메디에이지,결과지 웹뷰 조회_메디에이지
4023,질병별 가이드 조회_메디에이지,질병별 가이드 조회(프롬에이지),2.0,api.hyphen.im,,https,질병별 가이드 조회_메디에이지,질병별 가이드 조회_메디에이지
4025,검진 데이터 입력_메디에이지,검진 데이터 입력(프롬에이지),2.0,api.hyphen.im,,https,검진 데이터 입력_메디에이지,검진 데이터 입력_메디에이지
4026,개별나이 및 주요 요인 분석_메디에이지,개별나이 및 주요 요인 분석(의학나이),2.0,api.hyphen.im,,https,개별나이 및 주요 요인 분석_메디에이지,개별나이 및 주요 요인 분석_메디에이지
4028,과거 측정내역_메디에이지,과거 측정내역(의학나이),2.0,api.hyphen.im,,https,과거 측정내역_메디에이지,과거 측정내역_메디에이지
4029,각 장기나이 분석_메디에이지,각 장기나이 분석(의학나이),2.0,api.hyphen.im,,https,각 장기나이 분석_메디에이지,각 장기나이 분석_메디에이지
4031,노화지수 및 잔여수명_메디에이지,노화지수 및 잔여수명(의학나이),2.0,api.hyphen.im,,https,노화지수 및 잔여수명_메디에이지,노화지수 및 잔여수명_메디에이지
4034,검진 데이터 입력_메디에이지,검진 데이터 입력(의학나이),2.0,api.hyphen.im,,https,검진 데이터 입력_메디에이지,검진 데이터 입력_메디에이지
4035,고객 결과지 조회_메디에이지,고객 결과지 조회(의학나이),2.0,api.hyphen.im,,https,고객 결과지 조회_메디에이지,고객 결과지 조회_메디에이지
4037,항노화 라이프 가이드_메디에이지,항노화 라이프 가이드(의학나이),2.0,api.hyphen.im,,https,항노화 라이프 가이드_메디에이지,항노화 라이프 가이드_메디에이지
4038,의학생체나이 종합분석_메디에이지,의학생체나이 종합분석(의학나이),2.0,api.hyphen.im,,https,의학생체나이 종합분석_메디에이지,의학생체나이 종합분석_메디에이지
4041,(빠른뱅킹) 은행별 계좌잔액 조회(요청정보암호화)_은행,(빠른뱅킹) 은행별 계좌잔액 조회(요청정보암호화)_은행,2.0,api.hyphen.im,,https,(빠른뱅킹) 은행별 계좌잔액 조회(요청정보암호화)_은행,(빠른뱅킹) 은행별 계좌잔액 조회(요청정보암호화)_은행
4044,(빠른뱅킹)은행별 거래내역 조회(요청정보암호화)_은행,(빠른뱅킹)은행별 거래내역 조회(요청정보암호화)_은행,2.0,api.hyphen.im,,https,(빠른뱅킹)은행별 거래내역 조회(요청정보암호화)_은행,(빠른뱅킹)은행별 거래내역 조회(요청정보암호화)_은행
4045,"부동산 조회(원룸, 투룸)_읍면동 단위","부동산 조회(원룸, 투룸)_읍면동 단위",2.0,api.hyphen.im,,https,"부동산 조회(원룸, 투룸)_읍면동 단위","부동산 조회(원룸, 투룸)_읍면동 단위"
4046,"부동산 조회(원룸, 투룸)_네이버부동산","부동산 조회(원룸, 투룸)_네이버부동산",2.0,api.hyphen.im,,https,"부동산 조회(원룸, 투룸)_네이버부동산","부동산 조회(원룸, 투룸)_네이버부동산"
4047,"부동산 조회(아파트, 오피스텔)_읍면동 단위","부동산 조회(아파트, 오피스텔)_읍면동 단위",2.0,api.hyphen.im,,https,"부동산 조회(아파트, 오피스텔)_읍면동 단위","부동산 조회(아파트, 오피스텔)_읍면동 단위"
4049,"부동산 조회(아파트, 오피스텔)_네이버부동산","부동산 조회(아파트, 오피스텔)_네이버부동산",2.0,api.hyphen.im,,https,"부동산 조회(아파트, 오피스텔)_네이버부동산","부동산 조회(아파트, 오피스텔)_네이버부동산"
4050,부동산 단지별 조회_네이버부동산,부동산 단지별 조회_네이버부동산,2.0,api.hyphen.im,,https,부동산 단지별 조회_네이버부동산,부동산 단지별 조회_네이버부동산
4053,"부동산 조회(사무실,상가)_읍면동 단위","부동산 조회(사무실,상가)_읍면동 단위",2.0,api.hyphen.im,,https,"부동산 조회(사무실,상가)_읍면동 단위","부동산 조회(사무실,상가)_읍면동 단위"
4062,이미지 편집(번역 에디터 접근)_오후랩스,이미지 편집(번역 에디터 접근),2.0,api.hyphen.im,,https,이미지 편집(번역 에디터 접근)_오후랩스,이미지 편집(번역 에디터 접근)_오후랩스
4064,텍스트 인식(OCR)_오후랩스,텍스트 인식(OCR),2.0,api.hyphen.im,,https,텍스트 인식(OCR)_오후랩스,텍스트 인식(OCR)_오후랩스
4065,라이센스(사용량 조회)_오후랩스,라이센스(사용량 조회),2.0,api.hyphen.im,,https,라이센스(사용량 조회)_오후랩스,라이센스(사용량 조회)_오후랩스
4067,이미지 다운로드(에디터 편집 이미지 다운로드)_오후랩스,이미지 다운로드(에디터 편집 이미지 다운로드),2.0,api.hyphen.im,,https,이미지 다운로드(에디터 편집 이미지 다운로드)_오후랩스,이미지 다운로드(에디터 편집 이미지 다운로드)_오후랩스
4068,텍스트 제거_오후랩스,텍스트 제거,2.0,api.hyphen.im,,https,텍스트 제거_오후랩스,텍스트 제거_오후랩스
4070,외국인 체류만료일 조회_하이코리아,외국인 체류만료일 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다. ,2.0,api.hyphen.im,,https,외국인 체류만료일 조회_하이코리아,외국인 체류만료일 조회_하이코리아
4071,외국인등록증 진위확인_하이코리아,외국인등록증 진위확인을 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,외국인등록증 진위확인_하이코리아,외국인등록증 진위확인_하이코리아
4074,외국인 고용가능여부 조회_하이코리아,외국인 고용가능여부 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다. ,2.0,api.hyphen.im,,https,외국인 고용가능여부 조회_하이코리아,외국인 고용가능여부 조회_하이코리아
4075,법인카드 보유카드조회_신용카드사,"카드사 코드는 하이픈 코드 사용을 권장드립니다.

하이픈 코드(권장)                                                금융기관 코드
- 001: 신한카드,       002: 현대카드                     - 366: 신한카드,       367: 현대카드
- 003: 삼성카드,       004: KB국민카드                - 365: 삼성카드,       381: KB국민카드   
- 005: 롯데카드,       006: 하나카드                     - 368: 롯데카드,       374: 하나카드
- 007: 우리카드,       008: 농협카드                     - 041: 우리카드,       371: 농협카드
- 009: 씨티카드,       010: BC카드                       - 370: 씨티카드,       361: BC카드
- 011: 수협카드,       012: 광주카드                     - 369: 수협카드,       364: 광주카드
- 013: 전북카드,       014: 제주카드                     - 372: 전북카드,       035: 제주카드",2.0,api.hyphen.im,,https,법인카드 보유카드조회_신용카드사,법인카드 보유카드조회_신용카드사
4076,법인카드 결제예정금액조회_신용카드사,"카드사코드
- 001(366): 신한카드,       002(367): 현대카드
  003(365): 삼성카드,       004(381): KB국민카드
  005(368): 롯데카드,       006(374): 하나카드
  007(041): 우리카드,       008(371): 농협카드
  009(370): 씨티카드,       010(361): BC카드
  011(369): 수협카드,       012(364): 광주카드
  013(372): 전북카드,       014(035): 제주카드",2.0,api.hyphen.im,,https,법인카드 결제예정금액조회_신용카드사,법인카드 결제예정금액조회_신용카드사
4077,법인카드 한도조회_신용카드사,"카드사코드
- 001(366): 신한카드,       002(367): 현대카드
  003(365): 삼성카드,       004(381): KB국민카드
  005(368): 롯데카드,       006(374): 하나카드
  007(041): 우리카드,       008(371): 농협카드
  009(370): 씨티카드,       010(361): BC카드
  011(369): 수협카드,       012(364): 광주카드
  013(372): 전북카드,       014(035): 제주카드",2.0,api.hyphen.im,,https,법인카드 한도조회_신용카드사,법인카드 한도조회_신용카드사
4079,법인카드 승인내역조회_신용카드사,"카드사코드
- 001(366): 신한카드,       002(367): 현대카드
  003(365): 삼성카드,       004(381): KB국민카드
  005(368): 롯데카드,       006(374): 하나카드
  007(041): 우리카드,       008(371): 농협카드
  009(370): 씨티카드,       010(361): BC카드
  011(369): 수협카드,       012(364): 광주카드
  013(372): 전북카드,       014(035): 제주카드",2.0,api.hyphen.im,,https,법인카드 승인내역조회_신용카드사,법인카드 승인내역조회_신용카드사
4080,법인카드 청구내역조회_신용카드사,법인카드 청구내역조회,2.0,api.hyphen.im,,https,법인카드 청구내역조회_신용카드사,법인카드 청구내역조회_신용카드사
4082,법인카드 매입내역조회_신용카드사,"카드사코드
- 001(366): 신한카드,       002(367): 현대카드
  003(365): 삼성카드,       004(381): KB국민카드
  005(368): 롯데카드,       006(374): 하나카드
  007(041): 우리카드,       008(371): 농협카드
  009(370): 씨티카드,       010(361): BC카드
  011(369): 수협카드,       012(364): 광주카드
  013(372): 전북카드,       014(035): 제주카드",2.0,api.hyphen.im,,https,법인카드 매입내역조회_신용카드사,법인카드 매입내역조회_신용카드사
4084,연말정산간소화 PDF 다운로드_홈택스,연말정산간소화 PDF 다운로드,2.0,api.hyphen.im,,https,연말정산간소화 PDF 다운로드_홈택스,연말정산간소화 PDF 다운로드_홈택스
4085,연말정산간소화 자료 조회(복수코드)_홈택스,연말정산간소화 자료 조회(복수코드),2.0,api.hyphen.im,,https,연말정산간소화 자료 조회(복수코드)_홈택스,연말정산간소화 자료 조회(복수코드)_홈택스
4087,표준재무제표 증명_홈택스,표준재무제표 증명을 확인할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,표준재무제표 증명_홈택스,표준재무제표 증명_홈택스
4088,"연말정산간소화 자료 조회(복수코드, 복수연도)_홈택스","연말정산간소화 자료 조회(복수코드, 복수연도)",2.0,api.hyphen.im,,https,"연말정산간소화 자료 조회(복수코드, 복수연도)_홈택스","연말정산간소화 자료 조회(복수코드, 복수연도)_홈택스"
4090,근로소득지급명세서 조회(MyNTS)_홈택스,근로소득지급명세서 조회를 할 수 있는 REST API입니다. 회원가입 시 받은 user-id와 HKey를 header에 같이 전송하면 상품신청 후 바로 사용할 수 있습니다.,2.0,api.hyphen.im,,https,근로소득지급명세서 조회(MyNTS)_홈택스,근로소득지급명세서 조회(MyNTS)_홈택스
4091,행정구역 단위 상권조회_소상공인시장진흥공단,행정구역 단위 상권조회,2.0,api.hyphen.im,,https,행정구역 단위 상권조회_소상공인시장진흥공단,행정구역 단위 상권조회_소상공인시장진흥공단
4092,행정동 단위 상가업소 조회_소상공인시장진흥공단,행정동 단위 상가업소 조회,2.0,api.hyphen.im,,https,행정동 단위 상가업소 조회_소상공인시장진흥공단,행정동 단위 상가업소 조회_소상공인시장진흥공단
4093,지정 상권조회_소상공인시장진흥공단,지정 상권조회,2.0,api.hyphen.im,,https,지정 상권조회_소상공인시장진흥공단,지정 상권조회_소상공인시장진흥공단
4094,단일 상가업소 조회_소상공인시장진흥공단,단일 상가업소 조회,2.0,api.hyphen.im,,https,단일 상가업소 조회_소상공인시장진흥공단,단일 상가업소 조회_소상공인시장진흥공단
4095,사각형내 상가업소 조회_소상공인시장진흥공단,사각형내 상가업소 조회,2.0,api.hyphen.im,,https,사각형내 상가업소 조회_소상공인시장진흥공단,사각형내 상가업소 조회_소상공인시장진흥공단
4096,사각형내 상권조회_소상공인시장진흥공단,사각형내 상권조회,2.0,api.hyphen.im,,https,사각형내 상권조회_소상공인시장진흥공단,사각형내 상권조회_소상공인시장진흥공단
4097,건물 단위 상가업소 조회_소상공인시장진흥공단,건물 단위 상가업소 조회,2.0,api.hyphen.im,,https,건물 단위 상가업소 조회_소상공인시장진흥공단,건물 단위 상가업소 조회_소상공인시장진흥공단
4098,지번 단위 상가업소 조회_소상공인시장진흥공단,지번 단위 상가업소 조회,2.0,api.hyphen.im,,https,지번 단위 상가업소 조회_소상공인시장진흥공단,지번 단위 상가업소 조회_소상공인시장진흥공단
4099,반경내 상권조회_소상공인시장진흥공단,반경내 상권조회,2.0,api.hyphen.im,,https,반경내 상권조회_소상공인시장진흥공단,반경내 상권조회_소상공인시장진흥공단
4100,반경내 상가업소 조회_소상공인시장진흥공단,반경내 상가업소 조회,2.0,api.hyphen.im,,https,반경내 상가업소 조회_소상공인시장진흥공단,반경내 상가업소 조회_소상공인시장진흥공단
4101,상권정보 업종 소분류 조회_소상공인시장진흥공단,상권정보 업종 소분류 조회,2.0,api.hyphen.im,,https,상권정보 업종 소분류 조회_소상공인시장진흥공단,상권정보 업종 소분류 조회_소상공인시장진흥공단
4102,상권내 상가업소 조회_소상공인시장진흥공단,상권내 상가업소 조회,2.0,api.hyphen.im,,https,상권내 상가업소 조회_소상공인시장진흥공단,상권내 상가업소 조회_소상공인시장진흥공단
4103,업종별 상가업소 조회_소상공인시장진흥공단,업종별 상가업소 조회,2.0,api.hyphen.im,,https,업종별 상가업소 조회_소상공인시장진흥공단,업종별 상가업소 조회_소상공인시장진흥공단
