api_id,api_title,field_path,description,type,example
3465,측정소별 실시간 측정정보 조회,items[].khaiGrade,통합대기환경지수,string,
3465,측정소별 실시간 측정정보 조회,items[].so2Grade,아황산가스 지수,string,
3465,측정소별 실시간 측정정보 조회,items[].coGrade,일산화탄소 지수,string,
3465,측정소별 실시간 측정정보 조회,items[].o3Grade,오존 지수,string,
3465,측정소별 실시간 측정정보 조회,items[].no2Grade,이산화질소 지수,string,
3465,측정소별 실시간 측정정보 조회,items[].pm10Grade,미세먼지(PM10) 24시간 등급,string,
3465,측정소별 실시간 측정정보 조회,items[].pm25Grade,미세먼지(PM2.5) 24시간 등급,string,
3465,측정소별 실시간 측정정보 조회,items[].pm10Grade1h,미세먼지(PM10) 1시간 등급,string,
3465,측정소별 실시간 측정정보 조회,items[].pm25Grade1h,미세먼지(PM2.5) 1시간 등급,string,
3465,측정소별 실시간 측정정보 조회,items[].so2Flag,"아황산가스 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3465,측정소별 실시간 측정정보 조회,items[].coFlag,"일산화탄소 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3465,측정소별 실시간 측정정보 조회,items[].o3Flag,"오존 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3465,측정소별 실시간 측정정보 조회,items[].no2Flag,"이산화질소 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3465,측정소별 실시간 측정정보 조회,items[].pm10Flag,"미세먼지(PM10) 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3465,측정소별 실시간 측정정보 조회,items[].pm25Flag,"미세먼지(PM2.5) 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3468,통합대기환경지수 나쁨 이상 측정소 목록조회,totalCount,전체 결과 수,string,0
3468,통합대기환경지수 나쁨 이상 측정소 목록조회,items,측정소별 실시간 측정정보 목록,array of object,
3468,통합대기환경지수 나쁨 이상 측정소 목록조회,items[].stationName,측정소명,string,
3468,통합대기환경지수 나쁨 이상 측정소 목록조회,items[].addr,측정소 주소,string,
3471,시도별 실시간 측정정보 조회,totalCount,전체 결과 수,string,0
3471,시도별 실시간 측정정보 조회,items,측정소별 실시간 측정정보 목록,array of object,
3471,시도별 실시간 측정정보 조회,items[].stationName,측정소명,string,
3471,시도별 실시간 측정정보 조회,items[].stationCode,측정소 코드,string,
3471,시도별 실시간 측정정보 조회,items[].mangName,측정망 정보,string,
3471,시도별 실시간 측정정보 조회,items[].sidoName,시도명,string,
3471,시도별 실시간 측정정보 조회,items[].dataTime,측정일시,string,
3471,시도별 실시간 측정정보 조회,items[].so2Value,아황산가스 농도(단위 : ppm),string,
3471,시도별 실시간 측정정보 조회,items[].coValue,일산화탄소 농도(단위 : ppm),string,
3471,시도별 실시간 측정정보 조회,items[].o3Value,오존 농도(단위 : ppm),string,
3471,시도별 실시간 측정정보 조회,items[].no2Value,이산화질소 농도(단위 : ppm),string,
3471,시도별 실시간 측정정보 조회,items[].pm10Value,미세먼지(PM10) 농도(단위 : ㎍/㎥),string,
3471,시도별 실시간 측정정보 조회,items[].pm10Value24,미세먼지(PM10) 24시간예측이동농도(단위 : ㎍/㎥),string,
3471,시도별 실시간 측정정보 조회,items[].pm25Value,미세먼지(PM2.5) 농도(단위 : ㎍/㎥),string,
3471,시도별 실시간 측정정보 조회,items[].pm25Value24,미세먼지(PM2.5) 24시간예측이동농도(단위 : ㎍/㎥),string,
3471,시도별 실시간 측정정보 조회,items[].khaiValue,통합대기환경수치,string,
3471,시도별 실시간 측정정보 조회,items[].khaiGrade,통합대기환경지수,string,
3471,시도별 실시간 측정정보 조회,items[].so2Grade,아황산가스 지수,string,
3471,시도별 실시간 측정정보 조회,items[].coGrade,일산화탄소 지수,string,
3471,시도별 실시간 측정정보 조회,items[].o3Grade,오존 지수,string,
3471,시도별 실시간 측정정보 조회,items[].no2Grade,이산화질소 지수,string,
3471,시도별 실시간 측정정보 조회,items[].pm10Grade,미세먼지(PM10) 24시간 등급,string,
3471,시도별 실시간 측정정보 조회,items[].pm25Grade,미세먼지(PM2.5) 24시간 등급,string,
3471,시도별 실시간 측정정보 조회,items[].pm10Grade1h,미세먼지(PM10) 1시간 등급,string,
3471,시도별 실시간 측정정보 조회,items[].pm25Grade1h,미세먼지(PM2.5) 1시간 등급,string,
3471,시도별 실시간 측정정보 조회,items[].so2Flag,"아황산가스 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3471,시도별 실시간 측정정보 조회,items[].coFlag,"일산화탄소 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3471,시도별 실시간 측정정보 조회,items[].o3Flag,"오존 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3471,시도별 실시간 측정정보 조회,items[].no2Flag,"이산화질소 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3471,시도별 실시간 측정정보 조회,items[].pm10Flag,"미세먼지(PM10) 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3471,시도별 실시간 측정정보 조회,items[].pm25Flag,"미세먼지(PM2.5) 플래그 *측정자료 상태정보(점검및교정,장비점검,자료이상,통신장애)",string,
3474,교통예측정보 조회_국가교통정보센터,common,공통부,object,
3474,교통예측정보 조회_국가교통정보센터,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3474,교통예측정보 조회_국가교통정보센터,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3474,교통예측정보 조회_국가교통정보센터,common.errCd,"오류코드(0000 : 정상, 그외 : 오류)",string,
3474,교통예측정보 조회_국가교통정보센터,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3474,교통예측정보 조회_국가교통정보센터,common.errMsg,응답메세지,string,
3474,교통예측정보 조회_국가교통정보센터,common.data,개별부,object,
3474,교통예측정보 조회_국가교통정보센터,common.data.totalCount,총건수,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items,교통예측정보 목록,array of object,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].fcastDate,예측날짜,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].fcastHour,예측시간(24시간기준),string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].linkId,링크 ID,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].sectionId,본선 도로 구간 ID,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].sectionType,"구간 구분 (M:메인도로, D:우회도로)",string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].detourId,우회 도로 ID,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].length,링크 길이,string,
3474,교통예측정보 조회_국가교통정보센터,common.data.items[].speed,예측 속도(시/km),string,
3477,고속도로/국도 CCTV 영상 조회,common,공통부,object,
3477,고속도로/국도 CCTV 영상 조회,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3477,고속도로/국도 CCTV 영상 조회,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3477,고속도로/국도 CCTV 영상 조회,common.errCd,"오류코드(0000 : 정상, 그외 : 오류)",string,
3477,고속도로/국도 CCTV 영상 조회,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3477,고속도로/국도 CCTV 영상 조회,common.errMsg,응답메세지,string,
3477,고속도로/국도 CCTV 영상 조회,data,개별부,object,
3477,고속도로/국도 CCTV 영상 조회,data.coordtype,좌표타입,string,
3477,고속도로/국도 CCTV 영상 조회,data.datacount,CCTV 개수,string,
3477,고속도로/국도 CCTV 영상 조회,data.data,CCTV 상세 목록,array of object,
3477,고속도로/국도 CCTV 영상 조회,data.data[].roadsectionid,도로 구간 ID,string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].filecreatetime,파일 생성 시간(YYYYMMDDHH24MISS),string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].cctvtype,CCTV 유형(1: 실시간 스트리밍(HLS) / 2: 동영상 파일 / 3: 정지 영상),string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].cctvurl,CCTV 영상 주소,string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].cctvresolution,CCTV 해상도,string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].coordx,경도 좌표,double,
3477,고속도로/국도 CCTV 영상 조회,data.data[].coordy,위도 좌표,double,
3477,고속도로/국도 CCTV 영상 조회,data.data[].cctvformat,CCTV 형식,string,
3477,고속도로/국도 CCTV 영상 조회,data.data[].cctvname,CCTV 설치 장소명,string,
3480,회원가입_국가교통정보센터,common,공통부,object,
3480,회원가입_국가교통정보센터,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3480,회원가입_국가교통정보센터,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3480,회원가입_국가교통정보센터,common.errCd,"오류코드(0000 : 정상, 그외 : 오류)",string,
3480,회원가입_국가교통정보센터,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3480,회원가입_국가교통정보센터,common.errMsg,응답메세지,string,
3480,회원가입_국가교통정보센터,data,개별부,object,
3483,인증키 발급신청,common,공통부,object,
3483,인증키 발급신청,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3483,인증키 발급신청,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3483,인증키 발급신청,common.errCd,"오류코드(0000 : 정상, 그외 : 오류)",string,
3483,인증키 발급신청,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3483,인증키 발급신청,common.errMsg,응답메세지,string,
3483,인증키 발급신청,data,개별부,object,
3486,인증키 발급현황 조회,common,공통부,object,
3486,인증키 발급현황 조회,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3486,인증키 발급현황 조회,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3486,인증키 발급현황 조회,common.errCd,"오류코드(0000 : 정상, 그외 : 오류)",string,
3486,인증키 발급현황 조회,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3486,인증키 발급현황 조회,common.errMsg,응답메세지,string,
3486,인증키 발급현황 조회,data,개별부,object,
3486,인증키 발급현황 조회,data.list,,array of object,
3486,인증키 발급현황 조회,data.list[].no,발급현황 목록번호,string,
3486,인증키 발급현황 조회,data.list[].purpose,사용목적,string,
3486,인증키 발급현황 조회,data.list[].location,사용처,string,
3486,인증키 발급현황 조회,data.list[].authKey,인증키,string,
3486,인증키 발급현황 조회,data.list[].aprStatus,승인여부,string,
3486,인증키 발급현황 조회,data.list[].reasonsReject,반려사유,string,
3486,인증키 발급현황 조회,data.list[].regDt,등록일,string,
3933,잔액조회_하이픈펌뱅킹,balance1,현금 잔액,string,
3933,잔액조회_하이픈펌뱅킹,balance3,어음/당좌액,string,
3933,잔액조회_하이픈펌뱅킹,balance2,보수/가계수표 잔액,string,
3933,잔액조회_하이픈펌뱅킹,totalBalance,계좌 잔액,string,
3933,잔액조회_하이픈펌뱅킹,sign,잔액부호,string,
3933,잔액조회_하이픈펌뱅킹,replyCode,응답코드,string,
3933,잔액조회_하이픈펌뱅킹,successYn,"Y: 성공, N : 실패, W : 타임아웃",string,
3933,잔액조회_하이픈펌뱅킹,payableAmount,지급가능금액,string,
3935,송금_하이픈펌뱅킹,tradeTime,이체시간,string,
3935,송금_하이픈펌뱅킹,balance,출금 후 잔액,string,
3935,송금_하이픈펌뱅킹,sign,출금 후 잔액부호,string,
3935,송금_하이픈펌뱅킹,replyCode,응답코드,string,
3935,송금_하이픈펌뱅킹,svcCharge,수수료,string,
3935,송금_하이픈펌뱅킹,oriSeqNo,이체결과 조회시 사용되는 값,string,
3935,송금_하이픈펌뱅킹,successYn,"성공여부(Y:성공, N:실패, W:타임아웃)",string,
3938,송금 테스트용_하이픈펌뱅킹,tradeTime,이체시간,string,
3938,송금 테스트용_하이픈펌뱅킹,balance,출금 후 잔액,string,
3938,송금 테스트용_하이픈펌뱅킹,sign,출금 후 잔액부호,string,
3938,송금 테스트용_하이픈펌뱅킹,replyCode,응답코드,string,
3938,송금 테스트용_하이픈펌뱅킹,svcCharge,수수료,string,
3938,송금 테스트용_하이픈펌뱅킹,oriSeqNo,이체결과 조회시 사용되는 값,string,
3938,송금 테스트용_하이픈펌뱅킹,successYn,"성공여부(Y:성공, N:실패, W:타임아웃)",string,
3941,이체결과조회_하이픈펌뱅킹,amount,금액,integer,
3941,이체결과조회_하이픈펌뱅킹,resultCode,처리결과,string,
3941,이체결과조회_하이픈펌뱅킹,------당일/특정일 단건------,당일 단건,string,
3941,이체결과조회_하이픈펌뱅킹,replyCode,응답코드,string,
3941,이체결과조회_하이픈펌뱅킹,------기간 조회------,기간 조회,string,
3941,이체결과조회_하이픈펌뱅킹,inAccountNo,입금 계좌번호,string,
3941,이체결과조회_하이픈펌뱅킹,payerNo,납부자번호,string,
3941,이체결과조회_하이픈펌뱅킹,result,결과 배열,array of object,
3941,이체결과조회_하이픈펌뱅킹,result[].seqNo,이체 건에 대한 일련번호,string,
3941,이체결과조회_하이픈펌뱅킹,result[].sendDate,이체요청날짜,string,
3941,이체결과조회_하이픈펌뱅킹,result[].amt,금액,integer,
3941,이체결과조회_하이픈펌뱅킹,result[].inAccountNo,받는분 계좌,string,
3941,이체결과조회_하이픈펌뱅킹,result[].sendTime,이체요청시간,string,
3941,이체결과조회_하이픈펌뱅킹,result[].rtnCode,이체 건에 대한 응답코드,string,
3941,이체결과조회_하이픈펌뱅킹,tradeTime,이체시각,string,
3941,이체결과조회_하이픈펌뱅킹,size,결과 배열 길이,string,
3941,이체결과조회_하이픈펌뱅킹,svcCharge,수수료,integer,
3941,이체결과조회_하이픈펌뱅킹,successYn,"성공 여부 (Y:이체성공, N:전문실패, W:타임아웃, R:이체 재시도 필요)",string,
3941,이체결과조회_하이픈펌뱅킹,procBankCode,은행코드,string,
3941,이체결과조회_하이픈펌뱅킹,outAccountNo,출금 계좌번호,string,
3944,내가 먹는 약 조회_건강보험심사평가원,common,공통부,object,
3944,내가 먹는 약 조회_건강보험심사평가원,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3944,내가 먹는 약 조회_건강보험심사평가원,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3944,내가 먹는 약 조회_건강보험심사평가원,common.errMsg,오류메세지,string,
3944,내가 먹는 약 조회_건강보험심사평가원,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3944,내가 먹는 약 조회_건강보험심사평가원,data,개별부,object,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list,처방조제정보,array of object,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].no,번호,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].createdDate,조제일자,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].drugStore,약국이름,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list,상세처방조제정보,array of object,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].no,번호,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].medicineCode,약품코드,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].unit,단위,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].ingredient,성분명,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].numberDoseDay,1일투여횟수,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].medicinalEffect,약효,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].medicine,제품명,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].totalDoseDay,총투약일수,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].oneDose,1회투여량,string,
3944,내가 먹는 약 조회_건강보험심사평가원,data.list[].list[].stability,안정성서한(속보),string,
3947,내 진료정보 조회_건강보험심사평가원,common,공통부,object,
3947,내 진료정보 조회_건강보험심사평가원,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3947,내 진료정보 조회_건강보험심사평가원,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3947,내 진료정보 조회_건강보험심사평가원,common.errMsg,오류메세지,string,
3947,내 진료정보 조회_건강보험심사평가원,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3947,내 진료정보 조회_건강보험심사평가원,data,개별부,object,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList,기본진료내역,array of object,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].medicalCenter,병.의원&약국,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].treatmentStartDate,진료시작일,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].inOutpatient,입원/외래,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].ingredient,성분명,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].numberDoseDay,1일투여횟수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].diagDept,진단과,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].amtBenefited,건강보험 등 혜택받은 금액,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].medicalExpensesIPaid,내가 낸 의료비(진료비),string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].numberVisitDays,내원일수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.basicMedicalTreatmentInfoList[].totalMedicalExpenses,총 진료비(건강보험 적용분),string,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList,개인진료정보요약,array of object,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList[].medicalCenter,병.의원&약국,string,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList[].daysHsptTrtm,입원(외래)일수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList[].amtBenefited,건강보험 등 혜택받은 금액,string,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList[].medicalExpensesIPaid,내가 낸 의료비(진료비),string,
3947,내 진료정보 조회_건강보험심사평가원,data.personalCareInfoList[].totalMedicalExpenses,총 진료비(건강보험 적용분),string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList,처방조제정보,array of object,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].medicalCenter,병.의원&약국,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].totalDosingDays,총 투약일수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].treatmentStartDate,진료시작일,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].singleDoseCount,1회 투여횟수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].prescriptionFilled,처방/조제,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].singleDose,1회 투약량,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].componentName,성분명,string,
3947,내 진료정보 조회_건강보험심사평가원,data.prescriptionFormulationInfoList[].medicineName,약품명,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList,세부진료정보,array of object,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].medicalCenter,병.의원&약국,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].totalDosingDays,총 투약일수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].treatmentStartDate,진료시작일,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].singleDoseCount,1회 투여횟수,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].medicalDetails,진료내역,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].codeName,코드명,string,
3947,내 진료정보 조회_건강보험심사평가원,data.detailedMedicalTreatmentInfoList[].singleDose,1회 투약량,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,common,공통부,object,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,common.userTrNo,사용자 거래고유번호(사용자 생성),string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,common.hyphenTrNo,하이픈 고유거래번호(하이픈 생성),string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,common.errMsg,오류메세지,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,common.errYn,"오류여부(Y : 오류, N : 정상)",string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data,개별부,object,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.vin,차대번호,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.list,리콜대상 정보,array of object,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.list[].sources,출처,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.list[].carName,차명,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.list[].prodPrd,생산기간,string,
3948,자동차 사양 조회(리콜대상)_자동차리콜센터,data.list[].targetQty,대상수량,string,
